ride_date,city,total_rides,completed_rides,cancelled_rides,total_revenue,avg_distance_km,avg_fare
2025-06-29,Mumbai,12,9,0,1061.25,6.44,88.44
2025-03-17,Mumbai,9,5,0,468.93,3.77,52.1
2025-03-21,Delhi,11,6,0,496.4,4.51,45.13
2023-03-01,Bangalore,14,13,0,2008.64,7.54,143.47
2025-11-30,Mumbai,10,7,0,729.63,5.45,72.96
2023-06-07,Hyderabad,20,14,0,1226.15,4.91,61.31
2024-10-09,Bangalore,8,7,0,1114.05,7.2,139.26
2024-02-07,Mumbai,9,7,0,624.81,5.4,69.42
2025-03-19,Hyderabad,9,7,0,751.53,6.31,83.5
2023-12-15,Bangalore,5,5,0,800.96,8.34,160.19
2025-11-01,Bangalore,11,10,0,1345.7,6.27,122.34
2023-01-21,Hyderabad,10,6,0,533.19,4.18,53.32
2025-07-11,Chennai,10,10,0,1265.71,7.13,126.57
2024-07-29,Delhi,9,7,0,658.87,7.04,73.21
2025-06-19,Chennai,16,14,0,2088.85,7.75,130.55
2025-04-23,Mumbai,8,7,0,884.67,8.42,110.58
2025-08-08,Chennai,6,6,0,834.62,8.18,139.1
2025-02-16,Chennai,11,10,0,1124.79,6.46,102.25
2025-10-30,Hyderabad,7,5,0,428.58,4.81,61.23
2024-03-04,Mumbai,7,6,0,642.0,6.55,91.71
2023-06-14,Delhi,12,9,0,626.83,4.9,52.24
2025-11-13,Hyderabad,7,6,0,614.46,6.62,87.78
2023-01-14,Delhi,4,3,0,192.4,4.81,48.1
2023-08-10,Bangalore,6,6,0,878.52,7.96,146.42
2024-08-07,Mumbai,7,4,0,328.5,3.47,46.93
2026-01-11,Hyderabad,6,5,0,651.82,8.17,108.64
2023-11-24,Mumbai,16,14,0,1427.01,6.38,89.19
2025-05-06,Delhi,10,5,0,383.7,3.84,38.37
2023-05-04,Chennai,9,8,0,996.95,6.88,110.77
2024-06-17,Bangalore,10,7,0,1153.66,5.92,115.37
2023-10-11,Mumbai,8,5,0,573.3,4.93,71.66
2023-09-09,Hyderabad,5,5,0,567.81,9.05,113.56
2025-10-04,Mumbai,11,8,0,948.57,6.21,86.23
2025-10-07,Bangalore,11,10,0,1661.05,7.91,151.0
2024-12-07,Bangalore,9,9,0,1256.6,7.81,139.62
2025-07-23,Bangalore,11,10,0,1731.47,7.93,157.41
2023-07-27,Hyderabad,17,12,0,1409.9,6.28,82.94
2024-04-28,Delhi,9,5,0,294.66,3.1,32.74
2024-01-02,Delhi,9,7,0,621.45,6.44,69.05
2025-12-09,Mumbai,16,13,0,1862.31,7.9,116.39
2025-04-13,Delhi,13,8,0,625.1,4.68,48.08
2024-10-15,Delhi,10,5,0,585.52,5.07,58.55
2024-02-27,Bangalore,9,9,0,1288.51,7.64,143.17
2024-04-04,Mumbai,8,4,0,448.92,4.07,56.12
2025-07-09,Hyderabad,8,6,0,795.97,7.73,99.5
2023-04-22,Hyderabad,8,5,0,327.6,3.39,40.95
2024-05-09,Chennai,14,13,0,1444.08,6.3,103.15
2025-05-25,Bangalore,9,8,0,1352.17,8.2,150.24
2025-09-17,Mumbai,4,3,0,448.5,8.53,112.13
2023-07-04,Hyderabad,13,10,0,1093.14,6.75,84.09
2025-01-10,Hyderabad,15,12,0,1518.35,7.7,101.22
2025-10-31,Delhi,18,11,0,882.24,4.83,49.01
2025-01-09,Delhi,11,8,0,767.8,6.98,69.8
2023-08-22,Mumbai,7,4,0,519.84,5.82,74.26
2024-11-21,Bangalore,10,7,0,1239.53,6.47,123.95
2025-03-02,Mumbai,14,11,0,1127.67,5.64,80.55
2024-01-19,Mumbai,6,5,0,720.72,8.22,120.12
2025-02-02,Hyderabad,8,5,0,451.86,4.68,56.48
2025-10-19,Hyderabad,15,10,0,1275.85,6.91,85.06
2023-04-19,Chennai,3,3,0,427.2,8.9,142.4
2023-04-17,Bangalore,9,7,0,810.65,4.68,90.07
2024-11-21,Delhi,8,6,0,485.76,5.69,60.72
2024-10-09,Mumbai,5,4,0,527.85,7.16,105.57
2025-09-20,Delhi,10,7,0,663.1,6.63,66.31
2023-08-13,Mumbai,7,5,0,406.29,4.72,58.04
2023-07-18,Mumbai,16,12,0,1179.21,5.74,73.7
2025-01-18,Delhi,10,9,0,912.77,8.82,91.28
2025-12-24,Chennai,6,6,0,681.97,7.11,113.66
2023-07-28,Delhi,12,9,0,848.42,6.73,70.7
2025-11-20,Delhi,14,8,0,590.3,4.04,42.16
2023-02-16,Bangalore,11,11,0,1742.14,8.28,158.38
2025-04-18,Mumbai,9,7,0,959.64,7.73,106.63
2024-06-18,Bangalore,12,12,0,1889.78,8.6,157.48
2025-06-25,Chennai,10,10,0,1257.99,7.79,125.8
2025-08-08,Delhi,9,8,0,557.5,6.19,61.94
2024-09-17,Chennai,11,11,0,1366.13,7.65,124.19
2023-05-14,Mumbai,4,3,0,372.33,7.49,93.08
2025-09-05,Bangalore,7,7,0,1177.66,8.67,168.24
2025-02-10,Bangalore,10,8,0,1354.78,7.2,135.48
2025-03-04,Delhi,7,4,0,279.3,3.99,39.9
2023-10-21,Delhi,13,10,0,789.67,5.94,60.74
2024-06-27,Chennai,11,10,0,1309.94,7.16,119.09
2023-07-10,Chennai,5,4,0,440.78,5.06,88.16
2025-07-24,Mumbai,6,5,0,783.42,9.11,130.57
2024-05-08,Chennai,6,6,0,939.67,10.3,156.61
2025-02-24,Chennai,9,9,0,958.8,6.65,106.53
2023-03-01,Mumbai,7,7,0,549.51,5.59,78.5
2025-05-25,Mumbai,6,5,0,449.22,5.98,74.87
2023-05-11,Chennai,15,15,0,1872.31,7.82,124.82
2024-06-28,Chennai,10,8,0,978.32,5.83,97.83
2023-07-26,Delhi,10,8,0,709.59,7.02,70.96
2025-08-19,Hyderabad,10,6,0,686.12,5.07,68.61
2025-05-08,Delhi,8,6,0,367.7,4.6,45.96
2024-03-25,Chennai,8,8,0,895.06,6.88,111.88
2023-04-30,Mumbai,4,1,0,185.4,3.09,46.35
2023-05-04,Bangalore,10,9,0,1279.21,6.96,127.92
2024-08-26,Hyderabad,5,4,0,638.78,9.34,127.76
2023-12-06,Chennai,12,11,0,1257.84,6.45,104.82
2023-02-17,Mumbai,8,4,0,422.37,4.13,52.8
2024-09-01,Mumbai,10,8,0,1038.66,7.77,103.87
2023-11-06,Chennai,12,11,0,1678.22,8.12,139.85
2025-07-09,Delhi,15,10,0,997.55,6.46,66.5
2024-09-15,Hyderabad,5,5,0,573.41,9.27,114.68
2024-11-16,Hyderabad,10,6,0,861.67,7.13,86.17
2025-07-18,Mumbai,9,6,0,648.39,5.21,72.04
2023-05-09,Bangalore,7,6,0,994.06,7.44,142.01
2026-01-13,Mumbai,9,5,0,569.94,4.39,63.33
2026-01-02,Hyderabad,15,12,0,1291.47,6.38,86.1
2024-04-09,Chennai,8,5,0,423.88,3.54,52.99
2024-03-11,Hyderabad,12,9,0,1111.27,7.33,92.61
2024-01-27,Mumbai,9,8,0,840.09,6.67,93.34
2023-08-01,Mumbai,15,7,0,652.71,3.06,43.51
2024-07-10,Mumbai,14,10,0,1218.36,6.48,87.03
2024-08-26,Bangalore,6,6,0,1146.59,10.12,191.1
2024-12-11,Chennai,9,8,0,1073.01,7.52,119.22
2024-08-24,Hyderabad,6,5,0,567.68,7.75,94.61
2025-07-22,Mumbai,7,5,0,548.88,5.76,78.41
2024-06-04,Hyderabad,9,9,0,1064.31,9.22,118.26
2025-03-21,Chennai,7,7,0,1128.83,9.42,161.26
2023-08-02,Hyderabad,12,8,0,716.73,4.58,59.73
2023-07-28,Mumbai,13,10,0,1065.69,5.84,81.98
2025-05-20,Mumbai,11,5,0,578.7,3.94,52.61
2024-06-12,Bangalore,7,6,0,823.99,6.35,117.71
2023-09-02,Bangalore,6,6,0,963.23,8.47,160.54
2025-10-07,Chennai,9,9,0,1088.17,7.04,120.91
2023-02-19,Hyderabad,12,10,0,1143.86,7.69,95.32
2023-12-08,Delhi,10,6,0,457.0,4.57,45.7
2024-01-05,Hyderabad,8,6,0,576.56,5.72,72.07
2023-01-09,Hyderabad,9,8,0,898.63,8.4,99.85
2023-05-19,Bangalore,10,9,0,1276.31,7.49,127.63
2024-02-20,Hyderabad,10,8,0,698.01,5.84,69.8
2023-12-23,Mumbai,10,8,0,806.64,5.76,80.66
2023-04-16,Bangalore,13,13,0,1440.47,6.11,110.81
2023-11-26,Mumbai,7,4,0,440.85,4.74,62.98
2025-04-19,Mumbai,8,4,0,511.8,4.62,63.98
2023-01-02,Chennai,8,6,0,916.62,6.65,114.58
2023-03-26,Delhi,8,5,0,539.24,5.99,67.41
2023-12-07,Bangalore,11,11,0,1795.24,8.75,163.2
2023-02-04,Chennai,7,7,0,810.64,6.89,115.81
2024-06-09,Delhi,6,4,0,393.8,6.56,65.63
2025-07-17,Hyderabad,6,6,0,733.48,9.23,122.25
2024-03-12,Bangalore,6,6,0,831.32,7.47,138.55
2023-05-14,Bangalore,10,9,0,1558.31,8.31,155.83
2024-08-24,Mumbai,9,6,0,701.82,5.41,77.98
2025-02-05,Delhi,11,8,0,605.61,5.25,55.06
2024-10-31,Mumbai,16,10,0,998.37,4.77,62.4
2023-05-12,Chennai,11,11,0,1734.47,9.45,157.68
2025-07-23,Chennai,8,8,0,1025.04,7.54,128.13
2023-07-15,Hyderabad,10,8,0,770.96,6.59,77.1
2024-11-28,Mumbai,8,7,0,807.12,7.28,100.89
2025-02-16,Hyderabad,8,7,0,489.69,4.87,61.21
2023-06-25,Mumbai,10,7,0,643.56,4.86,64.36
2025-03-31,Mumbai,10,6,0,885.15,6.27,88.52
2025-06-16,Delhi,6,3,0,267.08,4.07,44.51
2024-01-02,Hyderabad,9,8,0,689.3,5.52,76.59
2025-04-06,Bangalore,9,9,0,1470.08,8.57,163.34
2023-08-16,Chennai,8,7,0,661.32,4.89,82.67
2025-01-30,Hyderabad,8,7,0,609.06,6.05,76.13
2025-07-24,Delhi,7,4,0,359.6,5.14,51.37
2023-08-23,Bangalore,11,8,0,1086.68,5.24,98.79
2024-11-05,Delhi,10,4,0,355.3,3.55,35.53
2024-02-02,Chennai,13,11,0,1861.2,8.5,143.17
2023-07-20,Chennai,6,5,0,840.12,9.16,140.02
2025-11-18,Bangalore,13,12,0,1870.85,7.72,143.91
2023-05-21,Hyderabad,12,8,0,946.12,6.39,78.84
2023-10-08,Delhi,4,3,0,282.4,7.06,70.6
2024-01-30,Hyderabad,5,5,0,487.43,7.68,97.49
2025-09-01,Hyderabad,10,5,0,399.12,3.3,39.91
2024-08-22,Delhi,13,10,0,832.32,5.86,64.02
2023-10-27,Mumbai,4,4,0,388.32,6.71,97.08
2025-06-13,Bangalore,7,7,0,1128.05,8.99,161.15
2023-07-31,Bangalore,9,8,0,1304.61,7.65,144.96
2023-04-01,Bangalore,9,8,0,841.82,4.86,93.54
2023-11-03,Bangalore,8,8,0,944.1,6.18,118.01
2023-05-15,Delhi,12,8,0,540.96,4.42,45.08
2023-03-20,Hyderabad,6,6,0,799.38,10.47,133.23
2024-06-19,Chennai,8,7,0,936.41,7.13,117.05
2023-06-18,Mumbai,10,8,0,1055.01,7.96,105.5
2023-01-26,Delhi,10,8,0,583.7,5.58,58.37
2024-02-22,Bangalore,11,9,0,906.13,4.57,82.38
2023-10-15,Chennai,7,6,0,629.26,5.6,89.89
2024-06-08,Delhi,8,4,0,496.2,6.2,62.03
2025-12-08,Mumbai,7,4,0,497.13,5.67,71.02
2024-12-06,Bangalore,8,8,0,1336.43,9.0,167.05
2024-12-19,Delhi,10,6,0,487.9,4.88,48.79
2024-12-02,Chennai,5,5,0,522.08,5.85,104.42
2025-12-30,Mumbai,6,4,0,520.95,5.79,86.83
2025-10-20,Delhi,8,6,0,406.3,4.7,50.79
2023-12-12,Hyderabad,6,6,0,741.02,10.28,123.5
2023-05-10,Chennai,7,6,0,829.59,7.06,118.51
2025-04-30,Mumbai,10,5,0,558.15,3.72,55.82
2025-02-11,Hyderabad,5,4,0,434.9,6.84,86.98
2024-02-16,Hyderabad,12,9,0,786.98,4.85,65.58
2023-01-08,Chennai,10,8,0,1237.4,7.35,123.74
2024-07-29,Mumbai,8,5,0,395.4,3.3,49.43
2023-05-18,Hyderabad,14,12,0,1252.88,6.8,89.49
2024-12-03,Chennai,7,6,0,879.19,7.43,125.6
2023-11-07,Hyderabad,14,11,0,1251.58,6.64,89.4
2024-02-06,Chennai,6,5,0,581.08,6.54,96.85
2025-01-10,Bangalore,11,10,0,1494.26,7.33,135.84
2023-01-06,Hyderabad,15,12,0,1249.84,6.24,83.32
2023-11-22,Chennai,11,10,0,1276.54,7.07,116.05
2024-05-23,Mumbai,12,10,0,1034.97,6.88,86.25
2024-01-05,Mumbai,10,7,0,656.22,4.74,65.62
2023-12-14,Bangalore,11,9,0,1480.42,7.15,134.58
2025-02-08,Delhi,10,5,0,365.5,3.66,36.55
2025-10-17,Chennai,6,5,0,632.51,6.2,105.42
2025-07-12,Bangalore,11,11,0,1606.3,7.74,146.03
2024-01-08,Mumbai,16,11,0,1295.55,5.89,80.97
2024-07-26,Mumbai,8,4,0,464.94,4.0,58.12
2025-08-30,Hyderabad,10,8,0,885.61,6.73,88.56
2024-04-06,Chennai,16,15,0,2179.21,8.31,136.2
2025-07-09,Mumbai,8,8,0,1113.69,9.75,139.21
2025-06-19,Mumbai,4,3,0,315.12,5.76,78.78
2025-05-26,Chennai,13,13,0,1812.68,8.45,139.44
2023-10-02,Mumbai,6,4,0,564.72,6.64,94.12
2025-05-27,Mumbai,9,6,0,912.33,7.28,101.37
2024-09-23,Delhi,12,6,0,606.81,4.74,50.57
2023-04-17,Hyderabad,10,10,0,996.14,7.83,99.61
2025-12-28,Mumbai,10,5,0,611.88,4.38,61.19
2024-12-29,Mumbai,17,12,0,1361.79,5.65,80.11
2024-05-13,Bangalore,10,10,0,1663.96,8.48,166.4
2023-07-27,Chennai,11,10,0,1371.37,7.63,124.67
2023-06-11,Mumbai,15,10,0,1117.11,5.0,74.47
2024-12-12,Bangalore,10,9,0,1528.45,8.09,152.85
2023-01-17,Mumbai,12,3,0,280.44,1.61,23.37
2025-01-06,Delhi,7,5,0,586.6,7.96,83.8
2025-11-23,Chennai,12,11,0,1447.38,7.95,120.62
2023-12-13,Bangalore,8,8,0,1234.56,8.07,154.32
2025-01-31,Chennai,10,10,0,1185.25,7.09,118.53
2024-03-04,Hyderabad,15,15,0,1463.83,7.78,97.59
2025-03-11,Delhi,8,7,0,605.77,7.3,75.72
2025-09-08,Chennai,9,9,0,964.6,6.33,107.18
2025-06-26,Mumbai,16,12,0,1161.27,5.37,72.58
2023-08-19,Hyderabad,7,4,0,499.68,5.48,71.38
2024-07-08,Mumbai,17,12,0,1327.32,5.52,78.08
2024-07-26,Hyderabad,8,7,0,636.37,5.98,79.55
2024-02-15,Chennai,9,8,0,1110.31,7.31,123.37
2024-04-01,Chennai,17,15,0,1755.34,6.46,103.26
2024-11-07,Bangalore,6,4,0,556.72,5.04,92.79
2023-02-10,Chennai,13,13,0,1523.7,7.24,117.21
2023-01-11,Hyderabad,7,5,0,353.55,4.24,50.51
2024-09-12,Delhi,6,4,0,337.3,5.62,56.22
2025-12-16,Chennai,6,5,0,608.5,6.57,101.42
2024-11-07,Chennai,5,5,0,538.35,6.49,107.67
2025-08-26,Hyderabad,9,7,0,766.19,6.46,85.13
2024-12-23,Hyderabad,10,7,0,843.01,6.26,84.3
2023-06-27,Mumbai,11,5,0,522.0,3.53,47.45
2025-10-06,Hyderabad,11,8,0,752.11,5.78,68.37
2024-08-05,Delhi,8,5,0,398.72,4.71,49.84
2023-02-21,Delhi,17,11,0,755.2,3.83,44.42
2023-09-13,Bangalore,8,7,0,1113.07,7.37,139.13
2024-07-07,Chennai,8,6,0,710.31,5.12,88.79
2023-03-01,Chennai,5,5,0,608.7,7.03,121.74
2024-05-20,Bangalore,9,8,0,935.36,5.65,103.93
2024-10-15,Hyderabad,9,5,0,464.49,4.02,51.61
2024-11-27,Chennai,6,6,0,890.48,8.24,148.41
2024-11-30,Bangalore,4,4,0,464.4,5.81,116.1
2023-10-26,Mumbai,9,6,0,551.49,4.45,61.28
2025-11-28,Delhi,11,5,0,441.09,3.73,40.1
2024-01-21,Mumbai,7,5,0,539.28,5.6,77.04
2024-04-04,Chennai,5,4,0,352.41,4.51,70.48
2024-05-03,Mumbai,10,3,0,333.9,2.66,33.39
2025-08-08,Bangalore,11,9,0,1315.42,6.76,119.58
2024-11-21,Hyderabad,4,3,0,138.81,2.83,34.7
2025-03-26,Hyderabad,9,8,0,688.15,5.87,76.46
2023-08-21,Chennai,9,9,0,1246.39,8.0,138.49
2026-01-05,Mumbai,8,7,0,747.06,7.42,93.38
2025-04-16,Delhi,11,10,0,1071.72,8.89,97.43
2023-04-01,Chennai,8,7,0,1037.57,7.61,129.7
2025-05-13,Bangalore,7,6,0,785.88,5.99,112.27
2024-09-05,Mumbai,6,3,0,425.28,5.91,70.88
2025-02-09,Mumbai,8,6,0,584.28,5.63,73.04
2025-11-14,Bangalore,10,9,0,1028.41,5.5,102.84
2024-05-29,Chennai,10,9,0,1128.3,7.02,112.83
2024-02-18,Delhi,11,8,0,648.01,5.47,58.91
2023-01-30,Hyderabad,8,3,0,291.15,2.77,36.39
2023-01-23,Bangalore,9,9,0,1018.6,5.66,113.18
2023-11-17,Chennai,12,11,0,1288.41,6.32,107.37
2024-02-04,Hyderabad,12,8,0,693.81,4.22,57.82
2024-07-30,Mumbai,14,6,0,639.06,3.5,45.65
2023-06-13,Chennai,8,5,0,685.76,5.36,85.72
2023-04-17,Mumbai,10,7,0,855.57,6.23,85.56
2024-09-09,Hyderabad,12,8,0,968.17,6.42,80.68
2025-08-12,Delhi,4,1,0,37.8,0.95,9.45
2024-10-10,Mumbai,15,9,0,872.85,4.07,58.19
2025-09-20,Bangalore,7,7,0,1175.79,8.82,167.97
2023-12-27,Bangalore,10,10,0,1825.22,9.56,182.52
2025-02-26,Bangalore,11,10,0,1624.6,7.76,147.69
2023-05-04,Mumbai,7,5,0,526.38,5.43,75.2
2025-04-14,Hyderabad,10,6,0,710.31,5.38,71.03
2024-10-30,Mumbai,9,7,0,741.63,6.13,82.4
2023-07-02,Mumbai,8,5,0,438.69,4.33,54.84
2025-11-10,Bangalore,9,9,0,987.07,5.76,109.67
2023-09-16,Delhi,9,4,0,321.77,3.26,35.75
2023-11-15,Mumbai,12,10,0,761.19,4.78,63.43
2023-08-29,Delhi,5,4,0,362.53,6.92,72.51
2023-10-15,Hyderabad,9,8,0,864.43,7.73,96.05
2024-07-18,Delhi,6,4,0,326.5,5.44,54.42
2025-08-31,Bangalore,7,7,0,1219.97,9.31,174.28
2025-09-04,Hyderabad,11,9,0,839.04,6.01,76.28
2025-03-15,Hyderabad,9,7,0,959.22,7.91,106.58
2024-08-16,Chennai,11,10,0,1225.12,6.33,111.37
2024-08-17,Chennai,11,11,0,1246.99,7.47,113.36
2023-07-17,Delhi,12,5,0,375.6,3.13,31.3
2023-02-26,Chennai,6,5,0,531.12,5.51,88.52
2025-03-16,Mumbai,7,4,0,623.01,6.32,89.0
2023-02-22,Chennai,11,11,0,1495.92,8.43,135.99
2023-03-15,Chennai,6,5,0,838.95,7.92,139.83
2023-07-26,Mumbai,11,8,0,889.35,5.54,80.85
2024-03-14,Hyderabad,7,6,0,678.92,7.14,96.99
2024-03-12,Delhi,11,7,0,432.09,3.8,39.28
2025-04-01,Mumbai,10,6,0,759.39,5.67,75.94
2025-05-30,Mumbai,14,12,0,1293.93,6.92,92.42
2023-02-01,Bangalore,10,8,0,1261.05,6.39,126.11
2024-04-26,Chennai,10,10,0,1108.86,6.44,110.89
2023-04-12,Hyderabad,13,12,0,1554.12,8.5,119.55
2023-07-17,Mumbai,13,7,0,694.89,4.24,53.45
2023-07-08,Delhi,4,3,0,105.1,2.63,26.28
2023-03-16,Chennai,7,7,0,1136.96,9.18,162.42
2024-04-30,Bangalore,10,10,0,1836.47,9.58,183.65
2025-05-10,Mumbai,6,4,0,435.48,6.05,72.58
2025-06-08,Mumbai,6,5,0,717.21,8.8,119.54
2025-03-27,Delhi,5,3,0,275.79,5.0,55.16
2024-06-20,Hyderabad,12,9,0,537.54,3.52,44.8
2023-11-16,Chennai,10,9,0,1161.55,7.45,116.16
2025-04-30,Delhi,6,6,0,411.8,6.86,68.63
2023-06-02,Hyderabad,9,6,0,631.09,5.68,70.12
2025-06-24,Delhi,8,7,0,588.59,6.87,73.57
2023-06-04,Mumbai,7,6,0,765.6,7.68,109.37
2024-07-04,Chennai,14,13,0,2117.63,8.79,151.26
2025-10-19,Mumbai,11,6,0,505.32,3.45,45.94
2025-04-26,Bangalore,5,5,0,762.12,8.19,152.42
2025-02-28,Bangalore,5,4,0,749.75,8.2,149.95
2023-09-26,Hyderabad,6,4,0,522.26,6.59,87.04
2023-07-01,Bangalore,12,12,0,1742.48,7.67,145.21
2023-04-23,Bangalore,14,9,0,1418.65,5.09,101.33
2023-06-06,Mumbai,14,12,0,1253.97,6.46,89.57
2024-02-10,Mumbai,10,6,0,632.04,4.6,63.2
2023-01-22,Chennai,9,9,0,1017.4,6.77,113.04
2024-01-25,Delhi,9,5,0,332.2,3.69,36.91
2024-07-18,Mumbai,9,7,0,314.73,2.68,34.97
2024-09-26,Hyderabad,9,7,0,433.74,3.77,48.19
2024-04-20,Hyderabad,14,11,0,1226.12,6.54,87.58
2024-08-28,Bangalore,5,4,0,422.2,4.68,84.44
2024-02-20,Delhi,13,12,0,762.42,5.18,58.65
2024-05-14,Mumbai,11,6,0,730.68,4.73,66.43
2024-02-09,Chennai,4,4,0,615.59,9.0,153.9
2026-01-16,Hyderabad,11,7,0,721.29,4.79,65.57
2025-12-31,Bangalore,8,6,0,862.87,5.86,107.86
2024-05-18,Bangalore,6,6,0,1020.2,8.5,170.03
2023-08-18,Chennai,10,9,0,1377.39,8.73,137.74
2023-11-14,Hyderabad,11,10,0,1389.9,8.81,126.35
2024-04-09,Delhi,10,6,0,552.5,5.53,55.25
2023-08-16,Hyderabad,8,8,0,687.64,6.95,85.96
2024-03-19,Chennai,8,7,0,1028.99,7.47,128.62
2023-12-25,Chennai,11,10,0,1416.86,7.44,128.81
2025-07-13,Mumbai,10,7,0,667.56,5.01,66.76
2025-09-25,Bangalore,10,8,0,1365.63,7.58,136.56
2023-04-30,Hyderabad,9,7,0,575.63,5.16,63.96
2024-11-02,Hyderabad,8,5,0,378.8,4.12,47.35
2025-04-02,Bangalore,5,5,0,586.78,6.18,117.36
2023-02-09,Chennai,9,9,0,895.67,5.98,99.52
2023-01-11,Delhi,7,4,0,258.9,3.7,36.99
2023-01-09,Mumbai,10,8,0,940.35,6.57,94.04
2024-05-27,Chennai,6,5,0,667.39,5.97,111.23
2024-12-06,Chennai,10,10,0,1403.67,8.28,140.37
2023-10-08,Bangalore,10,9,0,1341.32,6.96,134.13
2025-05-19,Delhi,10,5,0,366.18,3.44,36.62
2023-07-06,Delhi,8,4,0,340.1,4.25,42.51
2023-02-07,Hyderabad,7,6,0,463.93,5.4,66.28
2025-07-04,Bangalore,9,9,0,1318.11,7.41,146.46
2025-05-11,Chennai,10,10,0,1341.75,8.29,134.18
2025-05-26,Hyderabad,10,7,0,903.55,6.61,90.36
2023-12-22,Chennai,7,7,0,1017.1,8.68,145.3
2023-05-26,Mumbai,6,5,0,586.2,7.1,97.7
2023-02-04,Delhi,7,2,0,130.5,1.86,18.64
2023-01-13,Mumbai,13,9,0,1050.96,5.97,80.84
2026-01-14,Bangalore,5,4,0,526.72,5.58,105.34
2023-01-25,Hyderabad,11,8,0,774.48,5.56,70.41
2025-09-19,Hyderabad,6,5,0,466.39,6.57,77.73
2023-08-28,Chennai,11,10,0,1315.8,6.8,119.62
2024-08-13,Chennai,9,8,0,1113.6,7.94,123.73
2024-05-07,Bangalore,3,3,0,331.83,5.69,110.61
2023-09-23,Delhi,8,3,0,155.2,1.94,19.4
2025-11-24,Chennai,6,6,0,984.67,9.82,164.11
2023-06-06,Bangalore,7,6,0,1103.94,8.38,157.71
2025-08-18,Mumbai,5,4,0,671.73,9.94,134.35
2024-12-01,Bangalore,14,14,0,2207.46,8.4,157.68
2023-05-03,Hyderabad,17,10,0,1055.61,4.33,62.09
2024-09-14,Bangalore,9,9,0,1404.41,8.2,156.05
2025-08-02,Mumbai,9,6,0,648.48,5.14,72.05
2023-10-28,Hyderabad,12,11,0,969.25,6.55,80.77
2025-02-09,Delhi,3,2,0,147.0,4.9,49.0
2025-11-22,Mumbai,10,3,0,203.55,1.36,20.36
2024-08-13,Delhi,11,4,0,205.2,1.87,18.65
2025-07-29,Delhi,7,3,0,295.6,4.22,42.23
2023-11-30,Delhi,10,8,0,641.93,6.06,64.19
2023-11-23,Hyderabad,9,7,0,944.78,8.18,104.98
2023-07-05,Bangalore,13,13,0,2149.51,8.84,165.35
2025-04-08,Hyderabad,8,5,0,624.1,5.87,78.01
2024-10-12,Mumbai,6,6,0,447.42,5.57,74.57
2024-04-06,Hyderabad,8,6,0,663.18,5.9,82.9
2023-02-07,Mumbai,9,8,0,859.29,7.02,95.48
2023-12-24,Delhi,8,5,0,327.4,4.09,40.93
2024-04-26,Mumbai,12,8,0,991.29,6.23,82.61
2023-02-16,Hyderabad,10,9,0,709.28,5.73,70.93
2025-11-17,Delhi,8,6,0,406.15,4.95,50.77
2025-09-21,Delhi,10,7,0,734.67,6.48,73.47
2024-02-09,Delhi,6,4,0,168.6,2.81,28.1
2025-12-05,Chennai,11,11,0,1254.57,7.21,114.05
2023-02-26,Bangalore,13,12,0,2173.7,8.73,167.21
2024-05-19,Chennai,10,10,0,1368.7,8.32,136.87
2025-12-04,Hyderabad,5,2,0,218.38,3.58,43.68
2024-07-15,Hyderabad,11,10,0,1128.24,7.83,102.57
2025-09-14,Hyderabad,12,8,0,990.2,6.5,82.52
2023-03-31,Mumbai,5,3,0,456.42,6.43,91.28
2025-10-28,Hyderabad,14,10,0,1202.33,6.48,85.88
2023-11-03,Hyderabad,11,10,0,928.04,5.97,84.37
2025-02-16,Delhi,5,2,0,206.09,3.65,41.22
2023-05-23,Mumbai,11,8,0,1052.34,6.86,95.67
2024-11-22,Chennai,5,5,0,707.11,8.08,141.42
2025-01-10,Delhi,8,3,0,263.3,3.29,32.91
2025-07-09,Chennai,10,10,0,1284.99,7.84,128.5
2024-02-06,Mumbai,13,10,0,1176.99,6.09,90.54
2024-12-29,Chennai,11,10,0,1410.17,7.35,128.2
2026-01-14,Delhi,9,7,0,527.21,5.67,58.58
2024-05-26,Hyderabad,11,7,0,607.53,4.8,55.23
2024-08-10,Hyderabad,10,6,0,651.01,5.66,65.1
2024-06-28,Hyderabad,7,3,0,337.37,3.41,48.2
2024-12-15,Mumbai,7,5,0,712.53,6.88,101.79
2023-01-18,Delhi,11,8,0,552.4,5.02,50.22
2025-10-25,Delhi,10,7,0,663.95,6.35,66.4
2024-04-08,Mumbai,7,5,0,320.1,3.27,45.73
2025-12-12,Hyderabad,13,9,0,599.56,3.76,46.12
2023-11-19,Bangalore,13,12,0,1978.63,8.0,152.2
2024-01-07,Delhi,10,5,0,522.7,5.23,52.27
2023-03-14,Hyderabad,7,5,0,529.14,5.97,75.59
2024-05-13,Chennai,7,5,0,737.72,6.26,105.39
2025-10-02,Delhi,7,3,0,151.6,2.17,21.66
2025-11-14,Mumbai,9,4,0,443.31,3.59,49.26
2025-08-13,Bangalore,10,10,0,1537.09,7.9,153.71
2025-06-28,Delhi,8,7,0,534.88,6.56,66.86
2023-03-03,Chennai,8,8,0,982.45,7.96,122.81
2023-12-16,Mumbai,14,9,0,827.04,4.45,59.07
2024-08-15,Delhi,12,10,0,669.9,5.58,55.83
2026-01-06,Hyderabad,10,9,0,1132.77,8.6,113.28
